Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[48]     0.0    0.00    0.00    1001         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [48]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [53]
[49]     0.0    0.00    0.00    1001         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [49]
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [58]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [55]
[50]     0.0    0.00    0.00    1001         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [50]
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [54]
                0.00    0.00    1001/2002        std::allocator<int>::allocator(std::allocator<int> const&) [33]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [56]
[51]     0.0    0.00    0.00    1001         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [51]
                0.00    0.00    1001/2003        std::allocator<int>::~allocator() [27]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [56]
[52]     0.0    0.00    0.00    1001         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [57]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [55]
[53]     0.0    0.00    0.00    1001         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [53]
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [49]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [50]
[54]     0.0    0.00    0.00    1001         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [54]
-----------------------------------------------
                0.00    0.00       1/1001        std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [142]
                0.00    0.00    1000/1001        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
[55]     0.0    0.00    0.00    1001         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [55]
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [50]
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [53]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<int, std::allocator<int> >::~vector() [59]
[56]     0.0    0.00    0.00    1001         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [56]
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [51]
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
[57]     0.0    0.00    0.00    1001         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [57]
                0.00    0.00    1001/1001        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [46]
-----------------------------------------------
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [49]
[58]     0.0    0.00    0.00    1001         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [58]
                0.00    0.00    1001/1001        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [47]
-----------------------------------------------
                0.00    0.00       1/1001        Euler::Euler(int, int) [10]
                0.00    0.00    1000/1001        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [78]
[59]     0.0    0.00    0.00    1001         std::vector<int, std::allocator<int> >::~vector() [59]
                0.00    0.00    1001/2002        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [34]
                0.00    0.00    1001/1001        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [56]
                0.00    0.00    1001/1001        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [61]
-----------------------------------------------
                0.00    0.00    1001/1001        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [61]
[60]     0.0    0.00    0.00    1001         void std::_Destroy<int*>(int*, int*) [60]
                0.00    0.00    1001/1001        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [48]
-----------------------------------------------
                0.00    0.00    1001/1001        std::vector<int, std::allocator<int> >::~vector() [59]
[61]     0.0    0.00    0.00    1001         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [61]
                0.00    0.00    1001/1001        void std::_Destroy<int*>(int*, int*) [60]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
[62]     0.0    0.00    0.00    1000         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [62]
                0.00    0.00    1000/1000        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [67]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
[63]     0.0    0.00    0.00    1000         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [63]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
[64]     0.0    0.00    0.00    1000         std::vector<int, std::allocator<int> >::end() const [64]
                0.00    0.00    1000/2000        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [35]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
[65]     0.0    0.00    0.00    1000         std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00    1000/2000        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [35]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [73]
[66]     0.0    0.00    0.00    1000         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [66]
-----------------------------------------------
                0.00    0.00    1000/1000        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [62]
[67]     0.0    0.00    0.00    1000         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [67]
                0.00    0.00    1000/2002        std::allocator<int>::allocator(std::allocator<int> const&) [33]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
[68]     0.0    0.00    0.00    1000         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [68]
                0.00    0.00    1000/1000        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
[69]     0.0    0.00    0.00    1000         int* std::__niter_base<int*>(int*) [69]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
[70]     0.0    0.00    0.00    1000         int* std::__niter_wrap<int*>(int* const&, int*) [70]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
[71]     0.0    0.00    0.00    1000         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
                0.00    0.00    2000/2000        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [39]
                0.00    0.00    1000/1000        int* std::__niter_base<int*>(int*) [69]
                0.00    0.00    1000/1000        int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [72]
                0.00    0.00    1000/1000        int* std::__niter_wrap<int*>(int* const&, int*) [70]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
[72]     0.0    0.00    0.00    1000         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [72]
                0.00    0.00    1000/1000        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [73]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [72]
[73]     0.0    0.00    0.00    1000         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [73]
                0.00    0.00    1000/1000        int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [66]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [75]
[74]     0.0    0.00    0.00    1000         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
                0.00    0.00    1000/1000        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [68]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
[75]     0.0    0.00    0.00    1000         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [75]
                0.00    0.00    1000/1000        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
-----------------------------------------------
                0.00    0.00    1000/1000        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [68]
[76]     0.0    0.00    0.00    1000         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
                0.00    0.00    2000/2000        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [38]
                0.00    0.00    1000/1000        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [9]
[77]     0.0    0.00    0.00    1000         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [77]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [93]
[78]     0.0    0.00    0.00    1000         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [78]
                0.00    0.00    1000/1001        std::vector<int, std::allocator<int> >::~vector() [59]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [9]
[79]     0.0    0.00    0.00    1000         operator new(unsigned long, void*) [79]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [138]
                0.00    0.00       4/5           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [12]
[80]     0.0    0.00    0.00       5         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [80]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [12]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [115]
[81]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [81]
-----------------------------------------------
                0.00    0.00       4/4           bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [104]
[82]     0.0    0.00    0.00       4         std::move_iterator<std::vector<int, std::allocator<int> >*>::base() const [82]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*) [85]
[83]     0.0    0.00    0.00       4         std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*) [83]
                0.00    0.00       4/4           std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&) [86]
-----------------------------------------------
                0.00    0.00       4/4           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [28]
[84]     0.0    0.00    0.00       4         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [84]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >* std::__uninitialized_move_if_noexcept_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [101]
[85]     0.0    0.00    0.00       4         std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*) [85]
                0.00    0.00       4/4           std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*) [83]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*) [83]
[86]     0.0    0.00    0.00       4         std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&) [86]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [111]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [90]
[87]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [87]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [139]
                0.00    0.00       2/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [98]
[88]     0.0    0.00    0.00       3         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [88]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [135]
                0.00    0.00       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [136]
[89]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [89]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [95]
[90]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [90]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [87]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [92]
[91]     0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [91]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [117]
[92]     0.0    0.00    0.00       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [92]
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [98]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [91]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [102]
[93]     0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [93]
                0.00    0.00    1000/1000        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [78]
                0.00    0.00    1000/2000        std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [37]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [126]
                0.00    0.00       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [12]
[94]     0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [94]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [127]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [98]
[95]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [95]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [90]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >* std::uninitialized_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [99]
[96]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [96]
                0.00    0.00       2/2           bool std::operator!=<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [105]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [131]
[97]     0.0    0.00    0.00       2         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [97]
                0.00    0.00    1248/1248        unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [41]
                0.00    0.00    1246/1246        unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [43]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [92]
[98]     0.0    0.00    0.00       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [98]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [95]
                0.00    0.00       2/3           unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [88]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [100]
