Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00 2001000/2007004     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [3]
                0.00    0.00 1000000/1005003     std::vector<int, std::allocator<int> >::operator[](unsigned long) [23]
                0.00    0.00    1001/1008        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [44]
-----------------------------------------------
                0.00    0.00    1000/2007004     Euler::newEdge(int, int) [16]
                0.00    0.00    2003/2007004     Euler::getEdge(int, int) [7]
                0.00    0.00    3001/2007004     Euler::inOutEqual() [5]
                0.00    0.00 2001000/2007004     Euler::printMat() [2]
[3]     25.0    0.01    0.00 2007004         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [3]
-----------------------------------------------
                0.00    0.00    1000/1003001     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00    1001/1003001     Euler::inOutEqual() [5]
                0.00    0.00 1001000/1003001     Euler::printMat() [2]
[4]     25.0    0.01    0.00 1003001         std::vector<int, std::allocator<int> >::size() const [4]
-----------------------------------------------
                0.00    0.00       1/1           Euler::eulerCircuit() [6]
[5]      0.1    0.00    0.00       1         Euler::inOutEqual() [5]
                0.00    0.00    3001/2007004     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [3]
                0.00    0.00    1001/1003001     std::vector<int, std::allocator<int> >::size() const [4]
                0.00    0.00    2000/1005003     std::vector<int, std::allocator<int> >::operator[](unsigned long) [23]
                0.00    0.00       1/1008        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [44]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[6]      0.1    0.00    0.00       1         Euler::eulerCircuit() [6]
                0.00    0.00       1/1           Euler::inOutEqual() [5]
-----------------------------------------------
                0.00    0.00    2003/2003        main [1]
[7]      0.0    0.00    0.00    2003         Euler::getEdge(int, int) [7]
                0.00    0.00    2003/2007004     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [3]
                0.00    0.00    2003/1005003     std::vector<int, std::allocator<int> >::operator[](unsigned long) [23]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [9]
[8]      0.0    0.00    0.00    1000         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00    1000/1003001     std::vector<int, std::allocator<int> >::size() const [4]
                0.00    0.00    1000/1000        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [63]
                0.00    0.00    1000/1000        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [62]
                0.00    0.00    1000/1001        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [55]
                0.00    0.00    1000/2003        std::allocator<int>::~allocator() [27]
                0.00    0.00    1000/2002        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [34]
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::end() const [64]
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00    1000/1000        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [75]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [11]
[9]      0.0    0.00    0.00    1000         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [9]
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [77]
                0.00    0.00    1000/1000        operator new(unsigned long, void*) [79]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[10]     0.0    0.00    0.00       1         Euler::Euler(int, int) [10]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> > const&) [13]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [137]
                0.00    0.00       1/1           Euler::checkValid(int, int) [108]
                0.00    0.00       1/1           std::allocator<int>::allocator() [120]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [142]
                0.00    0.00       1/1001        std::vector<int, std::allocator<int> >::~vector() [59]
                0.00    0.00       1/2003        std::allocator<int>::~allocator() [27]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [14]
[11]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [11]
                0.00    0.00    1000/1000        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [9]
                0.00    0.00    1000/2000        std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [37]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> > const&) [13]
[12]     0.0    0.00    0.00       1         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [12]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [15]
                0.00    0.00       4/5           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [80]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [81]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_move_if_noexcept_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [101]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [117]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [136]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [115]
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [121]
                0.00    0.00       1/2           void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [103]
                0.00    0.00       1/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [94]
-----------------------------------------------
                0.00    0.00       1/1           Euler::Euler(int, int) [10]
[13]     0.0    0.00    0.00       1         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> > const&) [13]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [12]
                0.00    0.00       2/1008        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [44]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [135]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [15]
[14]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [14]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [11]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [12]
[15]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [15]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [14]
-----------------------------------------------
                0.00    0.00    1000/1000        main [1]
[16]     0.0    0.00    0.00    1000         Euler::newEdge(int, int) [16]
                0.00    0.00    1000/2007004     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [3]
                0.00    0.00    1000/1005003     std::vector<int, std::allocator<int> >::operator[](unsigned long) [23]
-----------------------------------------------
                0.00    0.00    1000/1005003     Euler::newEdge(int, int) [16]
                0.00    0.00    2000/1005003     Euler::inOutEqual() [5]
                0.00    0.00    2003/1005003     Euler::getEdge(int, int) [7]
                0.00    0.00 1000000/1005003     Euler::printMat() [2]
[23]     0.0    0.00    0.00 1005003         std::vector<int, std::allocator<int> >::operator[](unsigned long) [23]
-----------------------------------------------
                0.00    0.00    4006/4006        int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [31]
[24]     0.0    0.00    0.00    4006         std::uniform_int_distribution<int>::param_type::a() const [24]
-----------------------------------------------
                0.00    0.00    2003/2003        std::allocator<int>::~allocator() [27]
[25]     0.0    0.00    0.00    2003         __gnu_cxx::new_allocator<int>::~new_allocator() [25]
-----------------------------------------------
                0.00    0.00    2003/2003        int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [31]
[26]     0.0    0.00    0.00    2003         std::uniform_int_distribution<int>::param_type::b() const [26]
-----------------------------------------------
                0.00    0.00       1/2003        Euler::Euler(int, int) [10]
                0.00    0.00       1/2003        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [140]
                0.00    0.00    1000/2003        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00    1001/2003        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [51]
[27]     0.0    0.00    0.00    2003         std::allocator<int>::~allocator() [27]
                0.00    0.00    2003/2003        __gnu_cxx::new_allocator<int>::~new_allocator() [25]
-----------------------------------------------
                0.00    0.00    2003/2003        unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [29]
[28]     0.0    0.00    0.00    2003         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [28]
                0.00    0.00       4/4           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [84]
-----------------------------------------------
                0.00    0.00    2003/2003        int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [31]
[29]     0.0    0.00    0.00    2003         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [29]
                0.00    0.00    2003/2003        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [28]
-----------------------------------------------
                0.00    0.00    2003/2003        main [1]
[30]     0.0    0.00    0.00    2003         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [30]
                0.00    0.00    2003/2003        int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [31]
-----------------------------------------------
                0.00    0.00    2003/2003        int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [30]
[31]     0.0    0.00    0.00    2003         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [31]
                0.00    0.00    4006/4006        std::uniform_int_distribution<int>::param_type::a() const [24]
                0.00    0.00    2003/2003        std::uniform_int_distribution<int>::param_type::b() const [26]
                0.00    0.00    2003/2003        unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [29]
-----------------------------------------------
                0.00    0.00    2002/2002        std::allocator<int>::allocator(std::allocator<int> const&) [33]
[32]     0.0    0.00    0.00    2002         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [32]
-----------------------------------------------
                0.00    0.00       1/2002        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [140]
                0.00    0.00    1000/2002        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [67]
                0.00    0.00    1001/2002        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [50]
[33]     0.0    0.00    0.00    2002         std::allocator<int>::allocator(std::allocator<int> const&) [33]
                0.00    0.00    2002/2002        __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [32]
-----------------------------------------------
                0.00    0.00       1/2002        std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [141]
                0.00    0.00    1000/2002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00    1001/2002        std::vector<int, std::allocator<int> >::~vector() [59]
[34]     0.0    0.00    0.00    2002         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [34]
-----------------------------------------------
                0.00    0.00    1000/2000        std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00    1000/2000        std::vector<int, std::allocator<int> >::end() const [64]
[35]     0.0    0.00    0.00    2000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [35]
-----------------------------------------------
                0.00    0.00    2000/2000        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [39]
[36]     0.0    0.00    0.00    2000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [36]
-----------------------------------------------
                0.00    0.00    1000/2000        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [93]
                0.00    0.00    1000/2000        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [11]
[37]     0.0    0.00    0.00    2000         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [37]
-----------------------------------------------
                0.00    0.00    2000/2000        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [76]
[38]     0.0    0.00    0.00    2000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [38]
-----------------------------------------------
                0.00    0.00    2000/2000        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
[39]     0.0    0.00    0.00    2000         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [39]
                0.00    0.00    2000/2000        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [36]
-----------------------------------------------
                0.00    0.00    1248/1248        unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [41]
[40]     0.0    0.00    0.00    1248         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [40]
-----------------------------------------------
                0.00    0.00    1248/1248        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [97]
[41]     0.0    0.00    0.00    1248         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [41]
                0.00    0.00    1248/1248        std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [40]
-----------------------------------------------
                0.00    0.00    1246/1246        unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [43]
[42]     0.0    0.00    0.00    1246         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [42]
-----------------------------------------------
                0.00    0.00    1246/1246        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [97]
[43]     0.0    0.00    0.00    1246         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [43]
                0.00    0.00    1246/1246        std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [42]
-----------------------------------------------
                0.00    0.00       1/1008        Euler::inOutEqual() [5]
                0.00    0.00       2/1008        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> > const&) [13]
                0.00    0.00       4/1008        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [117]
                0.00    0.00    1001/1008        Euler::printMat() [2]
[44]     0.0    0.00    0.00    1008         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [44]
-----------------------------------------------
                0.00    0.00       1/1002        __gnu_cxx::new_allocator<int>::max_size() const [116]
                0.00    0.00    1001/1002        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [47]
[45]     0.0    0.00    0.00    1002         __gnu_cxx::new_allocator<int>::_M_max_size() const [45]
-----------------------------------------------
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [57]
[46]     0.0    0.00    0.00    1001         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [46]
-----------------------------------------------
                0.00    0.00    1001/1001        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [58]
[47]     0.0    0.00    0.00    1001         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [47]
                0.00    0.00    1001/1002        __gnu_cxx::new_allocator<int>::_M_max_size() const [45]
-----------------------------------------------
                0.00    0.00    1001/1001        void std::_Destroy<int*>(int*, int*) [60]
