Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      16/44          Euler::fillOrder(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [195]
                0.00    0.00      16/44          Euler::DFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, std::vector<bool, std::allocator<bool> >&) [192]
[28]     0.0    0.00    0.00      44         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [28]
                0.00    0.00      44/44          std::vector<bool, std::allocator<bool> >::begin() [27]
                0.00    0.00      44/44          std::_Bit_iterator::operator[](long) const [25]
-----------------------------------------------
                0.00    0.00       8/32          Euler::kosaraju(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int) [193]
                0.00    0.00      12/32          Euler::fillOrder(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [195]
                0.00    0.00      12/32          Euler::DFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, std::vector<bool, std::allocator<bool> >&) [192]
[29]     0.0    0.00    0.00      32         std::_Bit_reference::operator bool() const [29]
-----------------------------------------------
                0.00    0.00      23/23          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [34]
[30]     0.0    0.00    0.00      23         std::uniform_int_distribution<int>::param_type::b() const [30]
-----------------------------------------------
                0.00    0.00      23/23          unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [32]
[31]     0.0    0.00    0.00      23         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [31]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [229]
-----------------------------------------------
                0.00    0.00      23/23          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [34]
[32]     0.0    0.00    0.00      23         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [32]
                0.00    0.00      23/23          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [31]
-----------------------------------------------
                0.00    0.00      23/23          main [6]
[33]     0.0    0.00    0.00      23         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [33]
                0.00    0.00      23/23          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [34]
-----------------------------------------------
                0.00    0.00      23/23          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [33]
[34]     0.0    0.00    0.00      23         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [34]
                0.00    0.00      46/46          std::uniform_int_distribution<int>::param_type::a() const [18]
                0.00    0.00      23/23          std::uniform_int_distribution<int>::param_type::b() const [30]
                0.00    0.00      23/23          unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [32]
-----------------------------------------------
                0.00    0.00      22/22          std::allocator<int>::~allocator() [36]
[35]     0.0    0.00    0.00      22         __gnu_cxx::new_allocator<int>::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00       1/22          Euler::Euler(int, int) [196]
                0.00    0.00       1/22          Euler::getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int) [190]
                0.00    0.00       2/22          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [167]
                0.00    0.00       8/22          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [78]
                0.00    0.00      10/22          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [60]
[36]     0.0    0.00    0.00      22         std::allocator<int>::~allocator() [36]
                0.00    0.00      22/22          __gnu_cxx::new_allocator<int>::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator<int>::allocator(std::allocator<int> const&) [38]
[37]     0.0    0.00    0.00      20         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [37]
-----------------------------------------------
                0.00    0.00       2/20          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [167]
                0.00    0.00       8/20          std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [76]
                0.00    0.00      10/20          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [59]
[38]     0.0    0.00    0.00      20         std::allocator<int>::allocator(std::allocator<int> const&) [38]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [37]
-----------------------------------------------
                0.00    0.00       2/20          std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [168]
                0.00    0.00       8/20          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [78]
                0.00    0.00      10/20          std::vector<int, std::allocator<int> >::~vector() [68]
[39]     0.0    0.00    0.00      20         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [39]
-----------------------------------------------
                0.00    0.00       1/17          Euler::nonZeroDegreeOneSCC() [191]
                0.00    0.00       2/17          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long, std::vector<int, std::allocator<int> > const&) [239]
                0.00    0.00       4/17          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [208]
                0.00    0.00       5/17          Euler::printMat() [194]
                0.00    0.00       5/17          Euler::inOutEqual() [188]
[40]     0.0    0.00    0.00      17         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [40]
-----------------------------------------------
                0.00    0.00       8/16          std::vector<int, std::allocator<int> >::begin() const [74]
                0.00    0.00       8/16          std::vector<int, std::allocator<int> >::end() const [73]
[41]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [41]
-----------------------------------------------
                0.00    0.00      16/16          int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [45]
[42]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [42]
-----------------------------------------------
                0.00    0.00       8/16          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [130]
                0.00    0.00       8/16          std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [162]
[43]     0.0    0.00    0.00      16         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [43]
-----------------------------------------------
                0.00    0.00      16/16          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [89]
[44]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [44]
-----------------------------------------------
                0.00    0.00      16/16          int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [84]
[45]     0.0    0.00    0.00      16         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [45]
                0.00    0.00      16/16          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [42]
-----------------------------------------------
                0.00    0.00       4/16          void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [124]
                0.00    0.00       4/16          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [120]
                0.00    0.00       4/16          void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [115]
                0.00    0.00       4/16          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [99]
[46]     0.0    0.00    0.00      16         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [46]
-----------------------------------------------
                0.00    0.00      12/12          main [6]
[47]     0.0    0.00    0.00      12         Euler::newEdge(int, int) [47]
                0.00    0.00      12/156         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [12]
                0.00    0.00      12/116         std::vector<int, std::allocator<int> >::operator[](unsigned long) [13]
-----------------------------------------------
                0.00    0.00      12/12          std::_List_node<int>::_M_valptr() [51]
[48]     0.0    0.00    0.00      12         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [48]
                0.00    0.00      12/12          __gnu_cxx::__aligned_membuf<int>::_M_addr() [49]
-----------------------------------------------
                0.00    0.00      12/12          __gnu_cxx::__aligned_membuf<int>::_M_ptr() [48]
[49]     0.0    0.00    0.00      12         __gnu_cxx::__aligned_membuf<int>::_M_addr() [49]
-----------------------------------------------
                0.00    0.00       2/12          __gnu_cxx::new_allocator<int>::max_size() const [144]
                0.00    0.00      10/12          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [56]
[50]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<int>::_M_max_size() const [50]
-----------------------------------------------
                0.00    0.00       4/12          std::_List_iterator<int>::operator*() const [104]
                0.00    0.00       4/12          std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [122]
                0.00    0.00       4/12          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [120]
[51]     0.0    0.00    0.00      12         std::_List_node<int>::_M_valptr() [51]
                0.00    0.00      12/12          __gnu_cxx::__aligned_membuf<int>::_M_ptr() [48]
-----------------------------------------------
                0.00    0.00       4/12          Euler::fillOrder(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [195]
                0.00    0.00       4/12          Euler::DFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, std::vector<bool, std::allocator<bool> >&) [192]
                0.00    0.00       4/12          Euler::kosaraju(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int) [193]
[52]     0.0    0.00    0.00      12         std::_Bit_reference::operator=(bool) [52]
-----------------------------------------------
                0.00    0.00       4/12          std::__cxx11::list<int, std::allocator<int> >::pop_back() [123]
                0.00    0.00       8/12          std::__cxx11::list<int, std::allocator<int> >::end() [80]
[53]     0.0    0.00    0.00      12         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [53]
-----------------------------------------------
                0.00    0.00       4/12          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [99]
                0.00    0.00       8/12          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [81]
[54]     0.0    0.00    0.00      12         operator new(unsigned long, void*) [54]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [66]
[55]     0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [67]
[56]     0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [56]
                0.00    0.00      10/12          __gnu_cxx::new_allocator<int>::_M_max_size() const [50]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy<int*>(int*, int*) [69]
[57]     0.0    0.00    0.00      10         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [57]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [62]
[58]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [58]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [67]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [64]
[59]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [59]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [63]
                0.00    0.00      10/20          std::allocator<int>::allocator(std::allocator<int> const&) [38]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [65]
[60]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [60]
                0.00    0.00      10/22          std::allocator<int>::~allocator() [36]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [65]
[61]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [61]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [66]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [64]
[62]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [62]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [58]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [59]
[63]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [63]
-----------------------------------------------
                0.00    0.00       2/10          std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [169]
                0.00    0.00       8/10          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [78]
[64]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [64]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [59]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [62]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::~vector() [68]
[65]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [65]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [60]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [61]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [61]
[66]     0.0    0.00    0.00      10         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [66]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [58]
[67]     0.0    0.00    0.00      10         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [67]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [56]
-----------------------------------------------
                0.00    0.00       1/10          Euler::Euler(int, int) [196]
                0.00    0.00       1/10          Euler::getTranspose(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int) [190]
                0.00    0.00       8/10          void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [91]
[68]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::~vector() [68]
                0.00    0.00      10/20          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [39]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [65]
                0.00    0.00      10/10          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [70]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [70]
[69]     0.0    0.00    0.00      10         void std::_Destroy<int*>(int*, int*) [69]
                0.00    0.00      10/10          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [57]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::~vector() [68]
[70]     0.0    0.00    0.00      10         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [70]
                0.00    0.00      10/10          void std::_Destroy<int*>(int*, int*) [69]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [78]
[71]     0.0    0.00    0.00       8         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [71]
                0.00    0.00       8/8           std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [76]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [78]
[72]     0.0    0.00    0.00       8         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [72]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [78]
[73]     0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >::end() const [73]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [41]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [78]
[74]     0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >::begin() const [74]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [41]
-----------------------------------------------
                0.00    0.00       8/8           int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [86]
[75]     0.0    0.00    0.00       8         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [75]
-----------------------------------------------
                0.00    0.00       8/8           __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [71]
[76]     0.0    0.00    0.00       8         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [76]
                0.00    0.00       8/20          std::allocator<int>::allocator(std::allocator<int> const&) [38]
-----------------------------------------------
                0.00    0.00       8/8           int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [87]
[77]     0.0    0.00    0.00       8         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [77]
                0.00    0.00       8/8           int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [89]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [81]
[78]     0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [78]
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [72]
                0.00    0.00       8/8           __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [71]
                0.00    0.00       8/88          std::vector<int, std::allocator<int> >::size() const [15]
                0.00    0.00       8/10          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [64]
                0.00    0.00       8/22          std::allocator<int>::~allocator() [36]
                0.00    0.00       8/20          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [39]
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::end() const [73]
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::begin() const [74]
                0.00    0.00       8/8           int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [88]
-----------------------------------------------
                0.00    0.00       4/8           std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [122]
                0.00    0.00       4/8           std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [120]
[79]     0.0    0.00    0.00       8         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [79]
-----------------------------------------------
                0.00    0.00       4/8           std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [125]
                0.00    0.00       4/8           std::__cxx11::list<int, std::allocator<int> >::back() [121]
[80]     0.0    0.00    0.00       8         std::__cxx11::list<int, std::allocator<int> >::end() [80]
                0.00    0.00       8/12          std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [53]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [162]
[81]     0.0    0.00    0.00       8         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [81]
